sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p2_t3	6	22491975	23255188	38	763213	0.09161	0.00026	1.26667	3	2.88895	0	0	2.88895	2.55076014197163	0	1.04085	0.98815	1.09355	1	1	1	1.00045	0	0	0.01	0	0.10328	0.1	0.00084	0.5917	0	0	0	0	0	1	1.00045
p2_t3	6	23255188	171115067	7392	147859879	0.00572	0.05132	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	1	0	0	0.01	0	0.02125	0.01	0	0.03789	0	0	0	0	0	1	1
p2_t3	7	1	159138663	7956	159138662	0.10834	0.05524	1	2	2.00007	0	0	2.00007	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	0.99988	0	0	0.01	0	0.12154	0.01	0	0.61488	0	0	0	0	0	1	0.99988
p2_t3	8	1	73182011	3659	73182010	0.43947	0.0254	1	2	2.50785	0	0	2.50785	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	0.99999	1.04914	0	0	0.01	0	0.49347	0.01	0.01229	0.96722	0	0	0	0	0	0.99999	1.04914
p2_t3	8	73182011	146364022	3659	73182011	0.03152	0.0254	0.73333	1	1.01555	0	0	1.01555	1.47674527296932	0	0.93545	0.88275	0.98815	1	1	1	1	1	0	0.11	0.06964	0.1437	0.01	0	0.17854	0	0	0	0	0	1	1
p2_t3	9	1	118183313	5909	118183312	0.13024	0.04102	1.5	3	3.0009	0	0	3.0009	3.02062906120572	0	1.08696	0.98815	1.18578	1	1	1	1.04018	0	0	0.01	0	0.14607	0.19	0.00759	0.83824	0	0	0	0	0	1	1.04018
p2_t3	9	118183313	118587812	20	404499	0.0133	0.00014	1.63333	3	3	0	0	3	3.28912270969275	0	1.11331	0.98815	1.23848	1	1	1	1	0	1	0.01	0	0.02626	0.25	0.17242	0.31131	0	0	0	0	0	1	1
p2_t3	9	118587812	141213431	1131	22625619	0.03463	0.00785	1.5	3	3	0	0	3	3.02062906120572	0	1.08696	0.98815	1.18578	1	1	1	1	0	1	0.01	0	0.04315	0.19	0.03053	0.36357	0	0	0	0	0	1	1
p2_t3	10	1	135534747	6776	135534746	0.0119	0.04704	1.33333	3	3	0	0	3	2.68499689745161	0	1.05403	0.98815	1.1199	1	1	1	1	0	1	0.01	0	0.02544	0.13	0.0602	0.18571	0	0	0	0	0	1	1
p2_t3	11	1	135006516	6750	135006515	0.07735	0.04686	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	1	0	0	0.01	0	0.08766	0.01	0	0.4392	0	0	0	0	0	1	1
p2_t3	12	1	100282058	5014	100282057	0.09274	0.03481	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	0.99998	0	0	0.01	0	0.1046	0.01	0	0.52698	0	0	0	0	0	1	0.99998
p2_t3	12	100282058	104315956	201	4033898	0.03524	0.0014	0.5	1	1	0	0	1	1.00687635373524	0	0.88933	0.79052	0.98815	1	1	1	1	1	0	0.2	0.15917	0.2391	0.01	0	0.1995	0	0	0	0	0	1	1
p2_t3	12	104315956	133851895	1476	29535939	0.18844	0.01025	1	2	2.05005	0	0	2.05005	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	0.99776	0	0	0.01	0	0.21089	0.01	0.00474	0.89696	0	0	0	0	0	1	0.99776
p2_t3	13	1	57584939	2879	57584938	0.03085	0.01999	0.5	1	1	0	0	1	1.00687635373524	0	0.88933	0.79052	0.98815	1	1	1	1	1	0	0.2	0.16218	0.23619	0.01	0	0.17491	0	0	0	0	0	1	1
p2_t3	13	57584939	115169878	2879	57584939	0.0519	0.01999	0.5	1	1	0	0	1	1.00687635373524	0	0.88933	0.79052	0.98815	1	1	1	1	1	0	0.2	0.14362	0.25448	0.01	0	0.29435	0	0	0	0	0	1	1
p2_t3	14	1	53674770	2683	53674769	0.23516	0.01863	1.5	3	3.07639	0	0	3.07639	3.02062906120572	0	1.08696	0.98815	1.18578	1	1	1	1.14444	0	0	0.01	0	0.26349	0.19	0.01138	0.95179	0	0	0	0	0	1	1.14444
p2_t3	14	53674770	96743901	2153	43069131	0.03422	0.01495	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	1	0	0	0.01	0	0.04263	0.01	0	0.19395	0	0	0	0	0	1	1
p2_t3	14	96743901	103112291	318	6368390	0.02193	0.00221	1.33333	3	3	0	0	3	2.68499689745161	0	1.05403	0.98815	1.1199	1	1	1	1	0	0	0.01	0	0.03099	0.13	0.01938	0.23436	0	0	0	0	0	1	1
p2_t3	14	103112291	107349540	211	4237249	0.02519	0.00147	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	1	0	0	0.01	0	0.03487	0.01	0	0.14288	0	0	0	0	0	1	1
p2_t3	15	1	102531392	5126	102531391	0.1412	0.03559	0.5	1	1.00681	0	0	1.00681	1.00687635373524	0	0.88933	0.79052	0.98815	1	1	1	0.99904	1	0	0.2	0.06046	0.33973	0.01	0.00147	0.77684	0	0	0	0	0	1	0.99904
p2_t3	16	1	64089709	3204	64089708	0.27264	0.02225	1.06667	2	2.33864	0	0	2.33864	2.14800960047753	0	1.00132	0.98815	1.0145	1	1	1	1.02165	0	0	0.01	0	0.30564	0.02	0.00902	0.95071	0	0	0	0	0	1	1.02165
p2_t3	16	64089709	64599365	25	509656	0.13162	0.00018	0.9	2	1.9961	0	0	1.9961	1.81237743672343	0	0.96839	0.94862	0.98815	1	1	1	0.99936	0	0	0.04	0	0.17857	0.01	0.00073	0.73529	0	0	0	0	0	1	0.99936
p2_t3	16	64599365	90354753	1287	25755388	0.01222	0.00894	1.06667	2	2	0	0	2	2.14800960047753	0	1.00132	0.98815	1.0145	1	1	1	1	0	0	0.01	0	0.02563	0.02	0	0.08427	0	0	0	0	0	1	1
p2_t3	17	1	81195210	4059	81195209	0.03025	0.02818	0.5	1	1	0	0	1	1.00687635373524	0	0.88933	0.79052	0.98815	1	1	1	1	1	0	0.2	0.16256	0.23572	0.01	0	0.17132	0	0	0	0	0	1	1
p2_t3	18	1	78077248	3903	78077247	0.05062	0.0271	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	1	0	0	0.01	0	0.05888	0.01	0	0.28707	0	0	0	0	0	1	1
p2_t3	19	1	59128983	2956	59128982	0.15773	0.02052	1	2	2.01277	0	0	2.01277	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	0.99846	0	0	0.01	0	0.1767	0.01	0.00268	0.83393	0	0	0	0	0	1	0.99846
p2_t3	20	1	31512760	1575	31512759	0.02249	0.01094	1.5	3	3	0	0	3	3.02062906120572	0	1.08696	0.98815	1.18578	1	1	1	1	0	1	0.01	0	0.03179	0.19	0.07493	0.30318	0	0	0	0	0	1	1
p2_t3	20	31512760	63025520	1575	31512760	0.02899	0.01094	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	1	0	0	0.01	0	0.03792	0.01	0	0.1644	0	0	0	0	0	1	1
p2_t3	21	1	48129895	2406	48129894	0.07803	0.01671	0.5	1	1	0	0	1	1.00687635373524	0	0.88933	0.79052	0.98815	1	1	1	1	1	0	0.2	0.1197	0.27864	0.01	0	0.4432	0	0	0	0	0	1	1
p2_t3	22	1	24985628	1249	24985627	0.02197	0.00867	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	1	0	0	0.01	0	0.03105	0.01	0	0.12491	0	0	0	0	0	1	1
p2_t3	22	24985628	29245858	213	4260230	0.06268	0.00148	0.5	1	1	0	0	1	1.00687635373524	0	0.88933	0.79052	0.98815	1	1	1	1	1	0	0.2	0.13366	0.26444	0.01	0	0.35575	0	0	0	0	0	1	1
p2_t3	22	29245858	51304566	1102	22058708	0.02039	0.00766	1	2	2	0	0	2	2.01375270747048	0	0.98815	0.98815	0.98815	1	1	1	1	0	0	0.01	0	0.02963	0.01	0	0.11608	0	0	0	0	0	1	1
