Chromosome	Start.bp	End.bp	mu.major	mu.minor	length	n_probes	n_hets	tau	sigma.minor	sigma.major	sigma.tau
10	134907268	135534747	1.080291504470733	0.9002429203922775	627479	31	0	3.0	0.006991135891171101	0.03882916340027834	0.013982271782342202
11	1	135006516	0.9002429203922775	0.9002429203922775	135006515	6750	135	2.0	0.05673090358472287	0.3150866410590743	0.11346180716944573
12	1	133851895	0.9002429203922775	0.9002429203922775	133851894	6692	133	2.0	0.008593773926054444	0.04773030551748043	0.017187547852108888
13	1	115169878	0.9002429203922775	0.720194336313822	115169877	5758	115	1.0	0.16075774572213758	0.8928575947705758	0.32151549144427516
14	1	107349540	1.080291504470733	0.9002429203922775	107349539	5367	107	3.0	0.04097934355260207	0.22760158744011824	0.08195868710520414
15	1	102531392	0.9002429203922775	0.9002429203922775	102531391	5126	102	2.0	0.02974562232976992	0.16520886560712064	0.05949124465953984
16	1	90354753	0.9002429203922775	0.9002429203922775	90354752	4517	90	2.0	0.017066524275278803	0.09478843925727362	0.034133048550557606
17	1	81195210	0.9002429203922775	0.9002429203922775	81195209	4059	81	2.0	0.08265851388635377	0.45909005232907374	0.16531702777270754
18	1	78077248	0.9242493982694049	0.9002429203922775	78077247	3903	78	2.1333333333333333	0.033828781238161784	0.18788696068512828	0.06765756247632357
19	1	59128983	0.9002429203922775	0.720194336313822	59128982	2956	59	1.0	0.04667266400170296	0.2592226106113976	0.09334532800340592
20	1	63025520	0.9002429203922775	0.9002429203922775	63025519	3151	63	2.0	0.001053525178188483	0.005851338312826794	0.002107050356376966
21	1	48129895	0.9002429203922775	0.720194336313822	48129894	2406	48	1.0	0.053395639522271464	0.29656239617527075	0.10679127904454293
22	1	16455073	0.9002429203922775	0.7802105310066405	16455072	822	16	1.3333333333333335	0.05259673008209428	0.2921252080448211	0.10519346016418855
22	16455073	21078684	0.9602591150850961	0.9002429203922775	4623611	231	4	2.3333333333333335	0.05329383608543772	0.29599697414013054	0.10658767217087543
22	21078684	47702102	0.9002429203922775	0.7802105310066405	26623418	1331	26	1.3333333333333335	0.15984102810200287	0.8877660933581835	0.31968205620400575
22	47702102	48069245	0.9002429203922775	0.7802105310066405	367143	18	0	1.3333333333333335	0.06360166421255421	0.35324723345138903	0.12720332842510843
22	48069245	51304566	0.9002429203922775	0.7802105310066405	3235321	161	3	1.3333333333333335	0.02474434858855131	0.13743150891855418	0.04948869717710262
