sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p2_t3	6	1	106930291	5346	106930290	0.17427	0.03712	0.5	1	1.52462	0	0	1.52462	-3.02	0	0.81022	0.72019	0.90024	0	1	0.0117	1.0719	0	0	1	0.28148	1	0.52	0.01563	0.97444	1	0	0	0	0	0.0117	1.0719
p2_t3	6	106930291	106938387	0	8096	0.08361	0	1.5	6	6.24394	0	0	6.24394	6.94	0	0.99027	0.72019	1.26034	0	2	0	1.64258	0	0	1	0.72487	1	0.28	0.0147	0.97091	1	0	0	0	0	0	1.64258
p2_t3	6	106938387	171115067	3208	64176680	0.09325	0.02228	0.5	0	0.44245	1	0	0.44245	-3.02	0	0.81022	0.72019	0.90024	0	1	0	0.87536	0	0	1	0.67926	1	0.52	0.0166	0.97366	1	0	0	0	0	0	0.87536
p2_t3	7	1	1278676	63	1278675	0.28862	0.00044	1.5	5	4.61575	0	0	4.61575	6.94	0	0.99027	0.90024	1.08029	1	1	0.65495	1.20224	0	0	0.52	0.01987	0.97105	0.38	0.01528	0.97453	0	0	0	0	0	0.65495	1.20224
p2_t3	7	1278676	4156826	143	2878150	0.00819	0.001	1.76667	7	7	0	1	9.5960332	9.5960332	0	1.03828	0.99627	1.08029	1	1	1	1.00026	0	1	0.04	0	0.14464	0.38	0.13423	0.61737	0	0	0	0	0	1	1.00026
p2_t3	7	4156826	159138663	7749	154981837	0.01013	0.05379	1.5	7	7	0	0	7	6.94	0	0.99027	0.90024	1.08029	0	1	0.00645	1.00296	1	1	0.52	0.40222	0.62122	0.38	0.0945	0.66654	1	0	0	0	0	0.00645	1.00296
p2_t3	8	1	146364022	7318	146364021	0.00227	0.0508	0.5	0	0	1	0	0	-3.02	0	0.81022	0.72019	0.90024	0	0	0	0.01104	1	1	NA	NA	NA	0.52	0.39618	0.62735	1	1	0	0	0	0	0.01104
p2_t3	9	1	85298823	4264	85298822	0.19856	0.02961	1.16667	4	3.83375	0	0	3.83375	3.6200332	0	0.93025	0.90024	0.96026	1	1	0.57932	1.13158	0	0	0.52	0.02591	0.96632	0.22	0.01505	0.97401	0	0	0	0	0	0.57932	1.13158
p2_t3	9	85298823	86316183	50	1017360	0.16726	0.00035	0.83333	2	2.3718	0	0	2.3718	0.2999668	0	0.87023	0.84023	0.90024	0	1	0.1912	1.06247	0	0	0.82	0.08314	0.9813	0.52	0.01566	0.97442	1	0	0	0	0	0.1912	1.06247
p2_t3	9	86316183	141213431	2744	54897248	0.22664	0.01905	1.16667	4	3.85769	0	0	3.85769	3.6200332	0	0.93025	0.90024	0.96026	1	1	0.59734	1.14708	0	0	0.52	0.02312	0.96849	0.22	0.0151	0.97418	0	0	0	0	0	0.59734	1.14708
p2_t3	10	1	16293710	814	16293709	0.42713	0.00566	1.5	4	4.30117	0	0	4.30117	6.94	0	0.99027	0.90024	1.08029	1	1	0.79882	1.20437	0	0	0.52	0.01726	0.97313	0.38	0.01526	0.97465	0	0	0	0	0	0.79882	1.20437
p2_t3	10	16293710	17139888	42	846178	0.17831	0.00029	0.5	1	1.56912	0	0	1.56912	-3.02	0	0.81022	0.72019	0.90024	0	1	0.01442	1.07694	0	0	1	0.26477	1	0.52	0.01561	0.97446	1	0	0	0	0	0.01442	1.07694
p2_t3	10	17139888	128797053	5582	111657165	0.06875	0.03876	1.5	6	6.42931	0	0	6.42931	6.94	0	0.99027	0.90024	1.08029	0	1	0.45583	1.23353	1	0	0.52	0.16702	0.85266	0.38	0.01583	0.9706	1	0	0	0	0	0.45583	1.23353
p2_t3	10	128797053	134907268	305	6110215	0.16846	0.00212	1.83333	7	6.3577	0	1	10.2599668	10.2599668	0	1.05028	1.02028	1.08029	1	1	1.03495	1.19821	0	0	0.08	0.00525	0.87988	0.38	0.01534	0.9741	0	0	0	0	0	1.03495	1.19821
p2_t3	10	134907268	135534747	31	627479	0.01398	0.00022	1.5	7	7	0	0	7	6.94	0	0.99027	0.90024	1.08029	0	1	0.01483	1.03249	1	1	0.52	0.39252	0.63087	0.38	0.04882	0.7657	1	0	0	0	0	0.01483	1.03249
p2_t3	11	1	135006516	6750	135006515	0.11346	0.04686	1	3	2.65479	0	0	2.65479	1.96	0	0.90024	0.90024	0.90024	1	1	0.53671	0.94821	1	0	0.52	0.05962	0.94076	0.52	0.01616	0.97402	0	0	0	0	0	0.53671	0.94821
p2_t3	12	1	133851895	6692	133851894	0.01719	0.04646	1	2	2	0	0	2	1.96	0	0.90024	0.90024	0.90024	0	1	0.02811	0.5166	1	1	0.52	0.3829	0.64042	0.52	0.08623	0.92036	1	0	0	0	0	0.02811	0.5166
p2_t3	13	1	115169878	5758	115169877	0.32152	0.03998	0.5	3	2.77902	0	0	2.77902	-3.02	0	0.81022	0.72019	0.90024	0	1	0.2712	1.16159	0	0	1	0.04997	0.98465	0.52	0.01536	0.97466	1	0	0	0	0	0.2712	1.16159
p2_t3	14	1	107349540	5367	107349539	0.08196	0.03726	1.5	6	6.26454	0	0	6.26454	6.94	0	0.99027	0.90024	1.08029	0	1	0.49265	1.21624	1	0	0.52	0.12002	0.89345	0.38	0.01565	0.9719	1	0	0	0	0	0.49265	1.21624
p2_t3	15	1	102531392	5126	102531391	0.05949	0.03559	1	2	2.20605	0	0	2.20605	1.96	0	0.90024	0.90024	0.90024	0	1	0.41669	0.69992	1	0	0.52	0.20642	0.81593	0.52	0.0187	0.97198	1	0	0	0	0	0.41669	0.69992
p2_t3	16	1	90354753	4517	90354752	0.03413	0.03136	1	2	2.01434	0	0	2.01434	1.96	0	0.90024	0.90024	0.90024	0	1	0.20113	0.57478	1	0	0.52	0.31869	0.70502	0.52	0.02714	0.96537	1	0	0	0	0	0.20113	0.57478
p2_t3	17	1	81195210	4059	81195209	0.16532	0.02818	1	3	3.03101	0	0	3.03101	1.96	0	0.90024	0.90024	0.90024	1	1	0.56451	1.05969	0	0	0.52	0.03182	0.96177	0.52	0.01567	0.97441	0	0	0	0	0	0.56451	1.05969
p2_t3	18	1	78077248	3903	78077247	0.06766	0.0271	1.06667	3	2.82847	0	0	2.82847	2.6240332	0	0.91225	0.90024	0.92425	0	1	0.45191	0.80797	1	0	0.52	0.17151	0.84858	0.4	0.0161	0.97074	1	0	0	0	0	0.45191	0.80797
p2_t3	19	1	59128983	2956	59128982	0.09335	0.02052	0.5	0	0.44471	1	0	0.44471	-3.02	0	0.81022	0.72019	0.90024	0	1	0	0.87578	0	0	1	0.67875	1	0.52	0.0166	0.97366	1	0	0	0	0	0	0.87578
p2_t3	20	1	63025520	3151	63025519	0.00211	0.02188	1	2	2	0	0	2	1.96	0	0.90024	0.90024	0.90024	0	0	0.00175	0.00908	1	1	0.52	0.41336	0.60981	0.52	0.39866	0.62516	1	1	0	0	0	0.00175	0.00908
p2_t3	21	1	48129895	2406	48129894	0.10679	0.01671	0.5	1	0.71026	0	0	0.71026	-3.02	0	0.81022	0.72019	0.90024	0	1	1e-05	0.92657	0	0	1	0.61288	1	0.52	0.01627	0.97392	1	0	0	0	0	1e-05	0.92657
p2_t3	22	1	16455073	822	16455072	0.10519	0.00571	0.66667	1	1.08482	0	0	1.08482	-1.3599668	0	0.84023	0.78021	0.90024	0	1	0.00025	0.92106	0	0	1	0.47345	1	0.52	0.01631	0.9739	1	0	0	0	0	0.00025	0.92106
p2_t3	22	16455073	21078684	231	4623611	0.10659	0.0016	1.16667	4	3.71965	0	0	3.71965	3.6200332	0	0.93025	0.90024	0.96026	1	1	0.53017	1.01378	1	0	0.52	0.06787	0.93454	0.22	0.01458	0.97209	0	0	0	0	0	0.53017	1.01378
p2_t3	22	21078684	47702102	1331	26623418	0.31968	0.00924	0.66667	3	3.03078	0	0	3.03078	-1.3599668	0	0.84023	0.78021	0.90024	0	1	0.38185	1.1611	0	0	1	0.0369	0.98154	0.52	0.01536	0.97466	1	0	0	0	0	0.38185	1.1611
p2_t3	22	47702102	48069245	18	367143	0.1272	0.00013	0.66667	1	1.35472	0	0	1.35472	-1.3599668	0	0.84023	0.78021	0.90024	0	1	0.00359	0.98647	0	0	1	0.35608	1	0.52	0.01597	0.97417	1	0	0	0	0	0.00359	0.98647
p2_t3	22	48069245	51304566	161	3235321	0.04949	0.00112	0.66667	0	0.0267	1	0	0.0267	-1.3599668	0	0.84023	0.78021	0.90024	0	1	0	0.64071	0	0	1	0.76825	1	0.52	0.02039	0.97064	1	0	0	0	0	0	0.64071
