sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p2_t2	15	1	102531392	5126	102531391	0.01295	0.03559	1	2	2	0	0	2	1.83	0	0.97286	0.97286	0.97286	1	1	1	1	1	1	0.11	0.08298	0.13634	0.11	0.08177	0.13769	0	0	0	0	0	1	1
p2_t2	16	1	90354753	4517	90354752	0.00743	0.03136	1	2	2	0	0	2	1.83	0	0.97286	0.97286	0.97286	1	1	1	1	1	1	0.11	0.08563	0.13327	0.11	0.08488	0.13416	0	0	0	0	0	1	1
p2_t2	17	1	81195210	4059	81195209	0.03599	0.02818	1	2	2	0	0	2	1.83	0	0.97286	0.97286	0.97286	1	1	1	1	1	1	0.11	0.06485	0.15433	0.11	0.05821	0.16077	0	0	0	0	0	1	1
p2_t2	18	1	78077248	3903	78077247	0.01473	0.0271	1.11111	2	2	0	0	2	2.07254659411765	0	1.06475	0.97286	1.15663	1	1	1	1	1	1	0.11	0.08218	0.13724	0.09	0.0517	0.10948	0	0	0	0	0	1	1
p2_t2	19	1	59128983	2956	59128982	0.02032	0.02052	0.5	1	1	0	0	1	0.738529411764706	0	0.5594	0.14593	0.97286	0	1	0	1	0	1	1	0.97164	1	0.11	0.0748	0.14435	1	0	0	0	0	0	1
p2_t2	20	1	63025520	3151	63025519	0.00046	0.02188	1	2	2	0	0	2	1.83	0	0.97286	0.97286	0.97286	1	1	1	1	1	1	0.11	0.08783	0.1306	0.11	0.08783	0.13061	0	0	0	0	0	1	1
p2_t2	21	1	48129895	2406	48129894	0.02325	0.01671	0.5	1	1	0	0	1	0.738529411764706	0	0.5594	0.14593	0.97286	0	1	0	1	0	1	1	0.97024	1	0.11	0.07214	0.14724	1	0	0	0	0	0	1
p2_t2	22	1	16455073	822	16455072	0.0229	0.00571	0.66667	1	1	0	0	1	1.10236021764706	0	0.69722	0.42157	0.97286	0	1	0	1	1	1	0.72	0.67882	0.74479	0.11	0.07242	0.14694	1	0	0	0	0	0	1
p2_t2	22	16455073	21078684	231	4623611	0.02321	0.0016	1.16667	2	2	0	0	2	2.19383080588235	0	1.11069	0.97286	1.24851	1	1	1	1	1	1	0.11	0.07605	0.14296	0.19	0.14355	0.21847	0	0	0	0	0	1	1
p2_t2	22	21078684	47702102	1331	26623418	0.0696	0.00924	0.66667	1	1	0	0	1	1.10236021764706	0	0.69722	0.42157	0.97286	0	1	0	1	1	1	0.72	0.6335	0.78886	0.11	0.02108	0.20246	1	0	0	0	0	0	1
p2_t2	22	47702102	48069245	18	367143	0.0277	0.00013	0.66667	1	1	0	0	1	1.10236021764706	0	0.69722	0.42157	0.97286	0	1	0	1	1	1	0.72	0.67393	0.74831	0.11	0.06752	0.15144	1	0	0	0	0	0	1
p2_t2	22	48069245	51304566	161	3235321	0.01078	0.00112	0.66667	1	1	0	0	1	1.10236021764706	0	0.69722	0.42157	0.97286	0	1	0	1	1	1	0.72	0.68602	0.73688	0.11	0.08294	0.13638	1	0	0	0	0	0	1
