sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p1_t3	8	45697804	48663006	148	2965202	0.01924	0.001030010300103	0.625	1	1	0	0	1	1.01041666666667	0	0.64222	0.31505	0.96939	0	1	0	1	1	1	0.8	0.76852	0.82288	0.16	0.12112	0.1791	1	0	0	0	0	0	1
p1_t3	8	48663006	141858107	4659	93195101	0.05956	0.032350323503235	0.625	1	1	0	0	1	1.01041666666667	0	0.64222	0.31505	0.96939	0	1	0	1	1	1	0.8	0.7342	0.85663	0.16	0.08132	0.21898	1	0	0	0	0	0	1
p1_t3	8	141858107	143391095	76	1532988	0.00169	0.000530005300053001	0.75	1	1	0	0	1	1.25694444444444	0	0.75128	0.53317	0.96939	0	1	0	1	1	1	0.59	0.56076	0.59956	0.16	0.13067	0.16949	1	0	0	0	0	0	1
p1_t3	8	143391095	146364022	148	2972927	0.00209	0.001030010300103	0.625	1	1	0	0	1	1.01041666666667	0	0.64222	0.31505	0.96939	0	1	0	1	1	1	0.8	0.77442	0.81649	0.16	0.13065	0.16951	1	0	0	0	0	0	1
p1_t3	9	1	70606715	3530	70606714	0.00047	0.024510245102451	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.13071	0.16946	0.16	0.13071	0.16946	0	0	0	0	0	1	1
p1_t3	9	70606715	141213431	3530	70606716	0.04098	0.024510245102451	1.5	3	3	0	0	3	2.73611111111111	0	1.40562	0.96939	1.84185	1	2	1	2	1	1	0.16	0.10543	0.19496	0.71	0.65081	0.74941	0	0	0	0	0	1	2
p1_t3	10	1	135534747	6776	135534746	0.03452	0.047040470404704	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.11135	0.1889	0.16	0.10683	0.19361	0	0	0	0	0	1	1
p1_t3	11	1	67503258	3375	67503257	0.04677	0.023430234302343	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.95061	1	0.16	0.09431	0.20604	1	0	0	0	0	0	1
p1_t3	11	67503258	135006516	3375	67503258	0.08815	0.023430234302343	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.90679	1	0.16	0.05125	0.24964	1	0	0	0	0	0	1
p1_t3	12	1	66925947	3346	66925946	0.0368	0.023230232302323	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.11007	0.19041	0.16	0.10436	0.19599	0	0	0	0	0	1	1
p1_t3	12	66925947	133851895	3346	66925948	0.01419	0.023230232302323	0.90769	2	2	0	0	2	1.56794416666667	0	0.88886	0.80832	0.96939	1	1	1	1	1	1	0.31	0.28397	0.33364	0.16	0.12399	0.17636	0	0	0	0	0	1	1
p1_t3	13	1	9466822	473	9466821	0.03476	0.003290032900329	1.375	2	2.16967	0	0	2.16967	2.48958333333333	0	1.29656	0.96939	1.62373	1	1	1	1	1	1	0.16	0.11121	0.18904	0.49	0.44165	0.52846	0	0	0	0	0	1	1
p1_t3	13	9466822	11576166	105	2109344	0.00289	0.000730007300073001	1.65192	3	3	0	0	3	3.03573111111111	0	1.53817	0.96939	2.10694	1	2	1	2	1	0	0.16	0.13062	0.16954	0.97	0.94127	0.9808	0	0	0	0	0	1	2
p1_t3	13	11576166	115169878	5179	103593712	0.02342	0.035960359603596	1.375	2	2.02478	0	0	2.02478	2.48958333333333	0	1.29656	0.96939	1.62373	1	1	1	1	1	1	0.16	0.12053	0.17967	0.49	0.45208	0.51803	0	0	0	0	0	1	1
p1_t3	14	1	53674770	2683	53674769	0.00355	0.018630186301863	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.13058	0.16958	0.16	0.13053	0.16962	0	0	0	0	0	1	1
p1_t3	14	53674770	107349540	2683	53674770	0.06635	0.018630186301863	1.5	3	3	0	0	3	2.73611111111111	0	1.40562	0.96939	1.84185	1	2	1	2	1	1	0.16	0.08283	0.21749	0.71	0.62376	0.77653	0	0	0	0	0	1	2
p1_t3	15	1	102531392	5126	102531391	0.01691	0.035590355903559	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.12362	0.17671	0.16	0.12235	0.17792	0	0	0	0	0	1	1
p1_t3	16	1	90354753	4517	90354752	0.01228	0.031360313603136	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.98036	1	0.16	0.12535	0.17509	1	0	0	0	0	0	1
p1_t3	17	1	81195210	4059	81195209	0.00704	0.028180281802818	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.1302	0.16995	0.16	0.13005	0.17059	0	0	0	0	0	1	1
p1_t3	18	1	78077248	3903	78077247	0.03412	0.02710027100271	1.125	2	2	0	0	2	1.99652777777778	0	1.07845	0.96939	1.18751	1	1	1	1	1	0	0.16	0.11159	0.18867	0.06	0.01237	0.09784	0	0	0	0	0	1	1
p1_t3	19	1	59128983	2956	59128982	0.01396	0.020520205202052	1.47692	3	3	0	0	3	2.69059222222222	0	1.38549	0.96939	1.80158	1	2	1	2	1	1	0.16	0.12543	0.17502	0.67	0.63442	0.68647	0	0	0	0	0	1	2
p1_t3	20	1	42024600	2101	42024599	0.01926	0.014590145901459	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.12241	0.17786	0.16	0.12111	0.17911	0	0	0	0	0	1	1
p1_t3	20	42024600	42424646	20	400046	0.00043	0.000140001400014	1.125	2	2	0	0	2	1.99652777777778	0	1.07845	0.96939	1.18751	1	1	1	1	1	0	0.16	0.13071	0.16946	0.06	0.03394	0.07585	0	0	0	0	0	1	1
p1_t3	20	42424646	63025520	1030	20600874	0.02204	0.00715007150071501	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.12113	0.1791	0.16	0.11922	0.18138	0	0	0	0	0	1	1
p1_t3	21	1	24064947	1203	24064946	0.02171	0.00835008350083501	1.125	2	2	0	0	2	1.99652777777778	0	1.07845	0.96939	1.18751	1	1	1	1	1	0	0.16	0.12127	0.17895	0.06	0.02311	0.08673	0	0	0	0	0	1	1
p1_t3	21	24064947	48129895	1203	24064948	0.022	0.00835008350083501	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.12115	0.17908	0.16	0.11929	0.18132	0	0	0	0	0	1	1
p1_t3	22	1	3123242	156	3123241	0.06597	0.001080010800108	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.93074	1	0.16	0.07419	0.22617	1	0	0	0	0	0	1
p1_t3	22	3123242	4346182	61	1222940	0.02625	0.000420004200042	0.38462	1	1	0	0	1	0.536333888888889	0	0.4325	0.09694	0.76806	0	1	0	1	0	1	1	0.9703	1	0.35	0.313	0.38447	1	0	0	0	0	0	1
p1_t3	22	4346182	17788161	672	13441979	0.01021	0.004670046700467	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.98074	1	0.16	0.12708	0.17349	1	0	0	0	0	0	1
p1_t3	22	17788161	18828259	52	1040098	0.01317	0.000360003600036	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.98019	1	0.16	0.12469	0.1757	1	0	0	0	0	0	1
p1_t3	22	18828259	51304566	1623	32476307	0.02742	0.011270112701127	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.96924	1	0.16	0.11335	0.18697	1	0	0	0	0	0	1
