sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p1_t2	8	143391095	146364022	148	2972927	0.00446	0.001030010300103	1	2	2	0	0	2	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.20083	0.28842	0.25	0.19535	0.2935	0	0	0	0	0	1	1
p1_t2	9	1	70606715	3530	70606714	0.001	0.024510245102451	1	2	2	0	0	2	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.20155	0.28764	0.25	0.20136	0.28785	0	0	0	0	0	1	1
p1_t2	9	70606715	141213431	3530	70606716	0.08748	0.024510245102451	1.5	4	4.02278	0	0	4.02278	4.07222222222222	0	1.1125	0.90816	1.31684	1	2	1	1.89517	1	1	0.25	0.06034	0.43586	0.64	0.18109	0.95886	0	0	0	0	0	1	1.89517
p1_t2	10	1	135534747	6776	135534746	0.07369	0.047040470404704	1	2	1.99726	0	0	1.99726	1.9	0	0.90816	0.90816	0.90816	1	1	1	0.99886	1	1	0.25	0.08323	0.40721	0.25	0.01368	0.63911	0	0	0	0	0	1	0.99886
p1_t2	11	1	67503258	3375	67503257	0.09985	0.023430234302343	0.5	0	0.46189	1	0	0.46189	-0.272222222222222	0	0.70383	0.49949	0.90816	0	1	0	0.97925	0	1	1	0.82688	1	0.25	0.01101	0.77595	1	0	0	0	0	0	0.97925
p1_t2	11	67503258	135006516	3375	67503258	0.18818	0.023430234302343	0.5	1	1.10905	0	0	1.10905	-0.272222222222222	0	0.70383	0.49949	0.90816	0	1	0	0.82075	0	1	1	0.62168	1	0.25	0.01219	0.94341	1	0	0	0	0	0	0.82075
p1_t2	12	1	66925947	3346	66925946	0.07856	0.023230232302323	1	2	1.99781	0	0	1.99781	1.9	0	0.90816	0.90816	0.90816	1	1	1	0.99754	1	1	0.25	0.07447	0.41726	0.25	0.01276	0.66599	0	0	0	0	0	1	0.99754
p1_t2	12	66925947	133851895	3346	66925948	0.03029	0.023230232302323	0.875	1	1.00156	0	0	1.00156	1.35694444444444	0	0.85708	0.806	0.90816	1	1	1	1	1	1	0.47	0.38919	0.54406	0.25	0.08248	0.40804	0	0	0	0	0	1	1
p1_t2	13	1	9466822	473	9466821	0.07422	0.003290032900329	1	2	1.99727	0	0	1.99727	1.9	0	0.90816	0.90816	0.90816	1	1	1	0.99875	1	1	0.25	0.08231	0.40823	0.25	0.01357	0.64205	0	0	0	0	0	1	0.99875
p1_t2	13	9466822	11576166	105	2109344	0.00616	0.000730007300073001	1.375	4	3.99999	0	0	3.99999	3.52916666666667	0	1.06142	0.90816	1.21467	1	1	1	1	1	1	0.25	0.2002	0.2891	0.42	0.35773	0.46522	0	0	0	0	0	1	1
p1_t2	13	11576166	115169878	5179	103593712	0.04999	0.035960359603596	1	2	1.9999	0	0	1.9999	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.13002	0.35911	0.25	0.02756	0.50998	0	0	0	0	0	1	1
p1_t2	14	1	53674770	2683	53674769	0.00757	0.018630186301863	1	2	2	0	0	2	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.19899	0.28977	0.25	0.18596	0.30288	0	0	0	0	0	1	1
p1_t2	14	53674770	107349540	2683	53674770	0.14165	0.018630186301863	1.5	4	4.0402	0	0	4.0402	4.07222222222222	0	1.1125	0.90816	1.31684	1	2	0.99998	1.6419	1	1	0.25	0.02022	0.55252	0.64	0.05864	0.97111	0	0	0	0	0	0.99998	1.6419
p1_t2	15	1	102531392	5126	102531391	0.03611	0.035590355903559	1	2	2	0	0	2	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.15631	0.33257	0.25	0.05901	0.43764	0	0	0	0	0	1	1
p1_t2	16	1	90354753	4517	90354752	0.02621	0.031360313603136	0.5	0	0	1	0	0	-0.272222222222222	0	0.70383	0.49949	0.90816	0	1	0	1	1	1	NA	NA	NA	0.25	0.10169	0.38764	1	0	0	0	0	0	1
p1_t2	17	1	81195210	4059	81195209	0.01504	0.028180281802818	1	2	2	0	0	2	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.19111	0.29808	0.25	0.15498	0.33396	0	0	0	0	0	1	1
p1_t2	18	1	78077248	3903	78077247	0.07283	0.02710027100271	1.5	4	4.0084	0	0	4.0084	4.07222222222222	0	1.1125	0.90816	1.31684	1	2	1	1.96278	1	1	0.25	0.08479	0.4055	0.64	0.25056	0.94622	0	0	0	0	0	1	1.96278
p1_t2	19	1	59128983	2956	59128982	0.02981	0.020520205202052	1.375	4	3.84287	0	0	3.84287	3.52916666666667	0	1.06142	0.90816	1.21467	1	1	1	1	1	1	0.25	0.1679	0.32087	0.42	0.25037	0.57242	0	0	0	0	0	1	1
p1_t2	20	1	42024600	2101	42024599	0.04112	0.014590145901459	1	2	2	0	0	2	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.1469	0.34196	0.25	0.04373	0.46355	0	0	0	0	0	1	1
p1_t2	20	42024600	42424646	20	400046	0.00093	0.000140001400014	1.5	4	4	0	0	4	4.07222222222222	0	1.1125	0.90816	1.31684	1	2	1	2	1	1	0.25	0.20156	0.28764	0.64	0.59051	0.67677	0	0	0	0	0	1	2
p1_t2	20	42424646	63025520	1030	20600874	0.04705	0.00715007150071501	1	2	1.99996	0	0	1.99996	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.13537	0.35356	0.25	0.03176	0.49459	0	0	0	0	0	1	1
p1_t2	21	1	24064947	1203	24064946	0.04634	0.00835008350083501	1.5	4	4.00003	0	0	4.00003	4.07222222222222	0	1.1125	0.90816	1.31684	1	2	1	1.99979	1	1	0.25	0.13681	0.35207	0.64	0.38796	0.8751	0	0	0	0	0	1	1.99979
p1_t2	21	24064947	48129895	1203	24064948	0.04696	0.00835008350083501	1	2	1.99996	0	0	1.99996	1.9	0	0.90816	0.90816	0.90816	1	1	1	1	1	1	0.25	0.13555	0.35338	0.25	0.03189	0.49411	0	0	0	0	0	1	1
p1_t2	22	1	3123242	156	3123241	0.14084	0.001080010800108	0.5	1	0.88825	0	0	0.88825	-0.272222222222222	0	0.70383	0.49949	0.90816	0	1	0	0.89431	0	1	1	0.73306	1	0.25	0.01117	0.90007	1	0	0	0	0	0	0.89431
p1_t2	22	3123242	4346182	61	1222940	0.05604	0.000420004200042	0.25	0	0	1	0	0	-1.35833333333333	0	0.60166	0.49949	0.70383	0	0	0	0.00027	0	1	1	0.92002	1	0.69	0.39205	0.94571	1	1	0	0	0	0	0.00027
p1_t2	22	4346182	17788161	672	13441979	0.0218	0.004670046700467	0.5	0	0	1	0	0	-0.272222222222222	0	0.70383	0.49949	0.90816	0	1	0	1	1	1	NA	NA	NA	0.25	0.12301	0.36603	1	0	0	0	0	0	1
p1_t2	22	17788161	18828259	52	1040098	0.02812	0.000360003600036	0.5	0	0	1	0	0	-0.272222222222222	0	0.70383	0.49949	0.90816	0	1	0	1	1	1	NA	NA	NA	0.25	0.09251	0.39718	1	0	0	0	0	0	1
p1_t2	22	18828259	51304566	1623	32476307	0.05854	0.011270112701127	0.5	0	0.00046	1	0	0.00046	-0.272222222222222	0	0.70383	0.49949	0.90816	0	1	0	0.99997	0	1	1	0.91456	1	0.25	0.01978	0.55606	1	0	0	0	0	0	0.99997
