sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p1_t1	8	45697804	48663006	148	2965202	0.02566	0.001030010300103	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.12955	0.20711	0.17	0.11699	0.21852	0	0	0	0	0	1	1
p1_t1	8	48663006	141858107	4659	93195101	0.07943	0.032350323503235	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.13042	0.20628	0.17	0.1192	0.21713	0	0	0	0	0	1	1
p1_t1	8	141858107	143391095	76	1532988	0.00225	0.000530005300053001	1.5	3	3	0	0	3	3.17357142857143	0	1.26173	0.93461	1.58884	1	2	1	2	1	1	0.17	0.14011	0.19708	0.71	0.67064	0.73197	0	0	0	0	0	1	2
p1_t1	8	143391095	146364022	148	2972927	0.00279	0.001030010300103	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.08683	0.24868	0.17	0.05012	0.28766	0	0	0	0	0	1	1
p1_t1	9	1	70606715	3530	70606714	0.00062	0.024510245102451	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.09806	0.23776	0.17	0.06585	0.26974	0	0	0	0	0	1	1
p1_t1	9	70606715	141213431	3530	70606716	0.05464	0.024510245102451	1.5	3	3	0	0	3	3.17357142857143	0	1.26173	0.93461	1.58884	1	2	1	2	1	1	0.17	0.11671	0.21871	0.71	0.6301	0.77266	0	0	0	0	0	1	2
p1_t1	10	1	135534747	6776	135534746	0.04603	0.047040470404704	1	2	1.99998	0	0	1.99998	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.07576	0.25959	0.17	0.03651	0.30526	0	0	0	0	0	1	1
p1_t1	11	1	67503258	3375	67503257	0.06237	0.023430234302343	0.5	0	0.0018	1	0	0.0018	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	1	1	NA	NA	NA	0.17	0.13487	0.19964	1	0	0	0	0	0	1
p1_t1	11	67503258	135006516	3375	67503258	0.11755	0.023430234302343	0.5	0	0	1	0	0	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	1	1	NA	NA	NA	0.17	0.14111	0.19546	1	0	0	0	0	0	1
p1_t1	12	1	66925947	3346	66925946	0.04907	0.023230232302323	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.14102	0.19562	0.17	0.14084	0.19593	0	0	0	0	0	1	1
p1_t1	12	66925947	133851895	3346	66925948	0.01892	0.023230232302323	0.9375	2	2	0	0	2	1.66205357142857	0	0.89372	0.85283	0.93461	1	1	1	1	1	1	0.28	0.251	0.30539	0.17	0.14096	0.19572	0	0	0	0	0	1	1
p1_t1	13	1	9466822	473	9466821	0.04636	0.003290032900329	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.13406	0.20033	0.17	0.12761	0.20816	0	0	0	0	0	1	1
p1_t1	13	9466822	11576166	105	2109344	0.00385	0.000730007300073001	1.1875	2	2.00001	0	0	2.00001	2.33383928571429	0	1.05728	0.93461	1.17995	1	1	1	1	1	1	0.17	0.10662	0.22879	0.16	0.06369	0.23955	0	0	0	0	0	1	1
p1_t1	13	11576166	115169878	5179	103593712	0.03123	0.035960359603596	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.14114	0.19541	0.17	0.14111	0.19546	0	0	0	0	0	1	1
p1_t1	14	1	53674770	2683	53674769	0.00473	0.018630186301863	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.1411	0.19547	0.17	0.14103	0.1956	0	0	0	0	0	1	1
p1_t1	14	53674770	107349540	2683	53674770	0.08848	0.018630186301863	1.5	3	3	0	0	3	3.17357142857143	0	1.26173	0.93461	1.58884	1	2	1	2	1	1	0.17	0.10517	0.22984	0.71	0.61107	0.79122	0	0	0	0	0	1	2
p1_t1	15	1	102531392	5126	102531391	0.02256	0.035590355903559	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.13515	0.19948	0.17	0.1303	0.20646	0	0	0	0	0	1	1
p1_t1	16	1	90354753	4517	90354752	0.01637	0.031360313603136	0.5	0	1e-05	1	0	1e-05	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	1	1	NA	NA	NA	0.17	0.14044	0.19657	1	0	0	0	0	0	1
p1_t1	17	1	81195210	4059	81195209	0.00939	0.028180281802818	1	2	1.99166	0	0	1.99166	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.03022	0.31613	0.17	0.00981	0.3948	0	0	0	0	0	1	1
p1_t1	18	1	78077248	3903	78077247	0.0455	0.02710027100271	1.5	3	3	0	0	3	3.17357142857143	0	1.26173	0.93461	1.58884	1	2	1	2	1	1	0.17	0.12741	0.20828	0.71	0.64781	0.75482	0	0	0	0	0	1	2
p1_t1	19	1	59128983	2956	59128982	0.01862	0.020520205202052	1.25	3	2.66344	0	0	2.66344	2.50178571428571	0	1.09817	0.93461	1.26173	1	1	1	1	1	1	0.17	0.11621	0.21904	0.27	0.18989	0.33401	0	0	0	0	0	1	1
p1_t1	20	1	42024600	2101	42024599	0.02569	0.014590145901459	1	2	1.99589	0	0	1.99589	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.03807	0.30302	0.17	0.01231	0.37384	0	0	0	0	0	1	1
p1_t1	20	42024600	42424646	20	400046	0.00058	0.000140001400014	1.5	3	3	0	0	3	3.17357142857143	0	1.26173	0.93461	1.58884	1	2	1	2	1	1	0.17	0.13069	0.20589	0.71	0.65265	0.74916	0	0	0	0	0	1	2
p1_t1	20	42424646	63025520	1030	20600874	0.02939	0.00715007150071501	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.13123	0.20509	0.17	0.12117	0.21507	0	0	0	0	0	1	1
p1_t1	21	1	24064947	1203	24064946	0.02895	0.00835008350083501	1.5	3	3	0	0	3	3.17357142857143	0	1.26173	0.93461	1.58884	1	2	1	2	1	1	0.17	0.13176	0.20427	0.71	0.65533	0.74691	0	0	0	0	0	1	2
p1_t1	21	24064947	48129895	1203	24064948	0.02933	0.00835008350083501	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.13445	0.19987	0.17	0.12871	0.20756	0	0	0	0	0	1	1
p1_t1	22	1	3123242	156	3123241	0.08798	0.001080010800108	0.5	1	0.95239	0	0	0.95239	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	0	1	1	0.95476	1	0.17	0.08025	0.25597	1	0	0	0	0	0	1
p1_t1	22	3123242	4346182	61	1222940	0.03501	0.000420004200042	0.125	0	0	1	0	0	-0.52125	0	0.36216	0.28038	0.44394	0	0	0	0	1	1	NA	NA	NA	0.83	0.79295	0.85996	1	1	0	0	0	0	0
p1_t1	22	4346182	17788161	672	13441979	0.01362	0.004670046700467	0.5	1	0.77282	0	0	0.77282	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	1	1	NA	NA	NA	0.17	0.11257	0.22311	1	0	0	0	0	0	1
p1_t1	22	17788161	18828259	52	1040098	0.01756	0.000360003600036	0.5	0	0.01792	1	0	0.01792	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	1	1	NA	NA	NA	0.17	0.13209	0.20374	1	0	0	0	0	0	1
p1_t1	22	18828259	51304566	1623	32476307	0.03657	0.011270112701127	0.5	1	0.96727	0	0	0.96727	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	0	1	1	0.94057	1	0.17	0.05782	0.27859	1	0	0	0	0	0	1
