sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p1_t2	7	1	159138663	7956	159138662	0.01792	0.0552405524055241	1	2	2.0207	0	0	2.0207	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.06816	0	0	0.12676	0	0	0	0	0	1	1
p1_t2	8	1	45697804	2284	45697803	0.13928	0.015860158601586	1	3	2.81749	0	0	2.81749	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1.0123	0	0	0	0	0.38063	0	0.00304	0.84983	0	0	0	0	0	1	1.0123
p1_t2	8	45697804	48663006	148	2965202	0.01952	0.001030010300103	1	2	2.03677	0	0	2.03677	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.07082	0	0	0.13659	0	0	0	0	0	1	1
p1_t2	8	48663006	141858107	4659	93195101	0.21489	0.032350323503235	1	3	3.16976	0	0	3.16976	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1.00019	1.05165	0	0	0	0	0.58652	0	0.00794	0.94369	0	0	0	0	0	1.00019	1.05165
p1_t2	8	141858107	143391095	76	1532988	0.02361	0.000530005300053001	1.5	5	5	0	0	5	4.90374892832662	0	1.1125	0.90816	1.31684	1	2	1	2	0	0	0	0	0.07912	0	0	0.16368	0	0	0	0	0	1	2
p1_t2	8	143391095	146364022	148	2972927	0.05312	0.001030010300103	1	3	2.5523	0	0	2.5523	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.14989	0	0	0.35549	0	0	0	0	0	1	1
p1_t2	9	1	70606715	3530	70606714	0.01018	0.024510245102451	1	2	2.00013	0	0	2.00013	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.05641	0	0	0.08206	0	0	0	0	0	1	1
p1_t2	9	70606715	141213431	3530	70606716	0.01055	0.024510245102451	1.5	5	5	0	0	5	4.90374892832662	0	1.1125	0.90816	1.31684	1	2	1	2	0	0	0	0	0.05682	0	0	0.08571	0	0	0	0	0	1	2
p1_t2	10	1	135534747	6776	135534746	0.07841	0.047040470404704	1	3	2.64093	0	0	2.64093	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1.00003	0	0	0	0	0.21655	0	0	0.5241	0	0	0	0	0	1	1.00003
p1_t2	11	1	67503258	3375	67503257	0.03938	0.023430234302343	0.5	0	5e-05	1	0	5e-05	0	0	0.70383	0.49949	0.90816	0	1	0	1	0	0	1	0.87569	1	0	0	0.2646	1	0	0	0	0	0	1
p1_t2	11	67503258	135006516	3375	67503258	0.02533	0.023430234302343	0.5	0	0	1	0	0	0	0	0.70383	0.49949	0.90816	0	1	0	1	0	0	1	0.90863	1	0	0	0.17315	1	0	0	0	0	0	1
p1_t2	12	1	66925947	3346	66925946	0.00963	0.023230232302323	1	2	2.00008	0	0	2.00008	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.05577	0	0	0.07905	0	0	0	0	0	1	1
p1_t2	12	66925947	133851895	3346	66925948	0.29229	0.023230232302323	0.875	3	3.18158	0	0	3.18158	1.83890584812248	0	0.85708	0.806	0.90816	1	1	0.92312	1.09539	0	0	0.25	0.01107	0.88947	0	0.0107	0.96114	0	0	0	0	0	0.92312	1.09539
p1_t2	13	1	9466822	473	9466821	0.13626	0.003290032900329	1	3	2.80476	0	0	2.80476	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1.01094	0	0	0	0	0.37249	0	0.00279	0.84051	0	0	0	0	0	1	1.01094
p1_t2	13	9466822	11576166	105	2109344	0.06868	0.000730007300073001	1.375	4	4.1588	0	0	4.1588	4.29078031228579	0	1.06142	0.90816	1.21467	1	2	1	1.99655	0	0	0	0	0.19055	0.75	0.33073	0.97734	0	0	0	0	0	1	1.99655
p1_t2	13	11576166	115169878	5179	103593712	0.02688	0.035960359603596	1	2	2.17674	0	0	2.17674	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.08654	0	0	0.18308	0	0	0	0	0	1	1
p1_t2	14	1	53674770	2683	53674769	0.02178	0.018630186301863	1	2	2.06976	0	0	2.06976	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.07582	0	0	0.15035	0	0	0	0	0	1	1
p1_t2	14	53674770	107349540	2683	53674770	0.01347	0.018630186301863	1.5	5	5	0	0	5	4.90374892832662	0	1.1125	0.90816	1.31684	1	2	1	2	0	0	0	0	0.06008	0	0	0.10155	0	0	0	0	0	1	2
p1_t2	15	1	102531392	5126	102531391	0.10185	0.035590355903559	1	3	2.68847	0	0	2.68847	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1.00115	0	0	0	0	0.27922	0	0	0.67636	0	0	0	0	0	1	1.00115
p1_t2	16	1	90354753	4517	90354752	0.08038	0.031360313603136	0.5	0	0.36754	1	0	0.36754	0	0	0.70383	0.49949	0.90816	0	1	0	1.00005	0	0	1	0.76985	1	0	0	0.53721	1	0	0	0	0	0	1.00005
p1_t2	17	1	81195210	4059	81195209	0.00248	0.028180281802818	1	2	2	0	0	2	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.04942	0	0	0.05171	0	0	0	0	0	1	1
p1_t2	18	1	78077248	3903	78077247	0.00815	0.02710027100271	1.5	5	5	0	0	5	4.90374892832662	0	1.1125	0.90816	1.31684	1	2	1	2	0	0	0	0	0.05405	0	0	0.0736	0	0	0	0	0	1	2
p1_t2	19	1	59128983	2956	59128982	0.00518	0.020520205202052	1.375	4	4	0	0	4	4.29078031228579	0	1.06142	0.90816	1.21467	1	2	1	2	0	1	0	0	0.05079	0.75	0.69048	0.80473	0	0	0	0	0	1	2
p1_t2	20	1	42024600	2101	42024599	0.08536	0.014590145901459	1	3	2.65442	0	0	2.65442	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1.00013	0	0	0	0	0.23511	0	0	0.57019	0	0	0	0	0	1	1.00013
p1_t2	20	42024600	42424646	20	400046	0.05114	0.000140001400014	1.5	5	4.99831	0	0	4.99831	4.90374892832662	0	1.1125	0.90816	1.31684	1	2	1	2	0	0	0	0	0.14519	0	0	0.34372	0	0	0	0	0	1	2
p1_t2	20	42424646	63025520	1030	20600874	0.00748	0.00715007150071501	1	2	2.00001	0	0	2.00001	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1	0	0	0	0	0.05328	0	0	0.06873	0	0	0	0	0	1	1
p1_t2	21	1	24064947	1203	24064946	0.03235	0.00835008350083501	1.5	5	5	0	0	5	4.90374892832662	0	1.1125	0.90816	1.31684	1	2	1	2	0	0	0	0	0.09866	0	0	0.21971	0	0	0	0	0	1	2
p1_t2	21	24064947	48129895	1203	24064948	0.07659	0.00835008350083501	1	3	2.63711	0	0	2.63711	2.45187446416331	0	0.90816	0.90816	0.90816	1	1	1	1.00002	0	0	0	0	0.21159	0	0	0.51188	0	0	0	0	0	1	1.00002
p1_t2	22	1	3123242	156	3123241	0.0399	0.001080010800108	0.5	0	6e-05	1	0	6e-05	0	0	0.70383	0.49949	0.90816	0	1	0	1	0	0	1	0.87441	1	0	0	0.26794	1	0	0	0	0	0	1
p1_t2	22	3123242	4346182	61	1222940	0.04877	0.000420004200042	0.25	0	0	1	0	0	-1.22593723208166	0	0.60166	0.49949	0.70383	0	1	0	0.62259	0	1	1	0.85235	1	0.5	0.20517	0.78531	1	0	0	0	0	0	0.62259
p1_t2	22	4346182	17788161	672	13441979	0.0654	0.004670046700467	0.5	0	0.10676	1	0	0.10676	0	0	0.70383	0.49949	0.90816	0	1	0	1	0	0	1	0.8095	1	0	0	0.43726	1	0	0	0	0	0	1
p1_t2	22	17788161	18828259	52	1040098	0.00334	0.000360003600036	0.5	0	0	1	0	0	0	0	0.70383	0.49949	0.90816	0	1	0	1	0	0	1	0.94138	1	0	0	0.05408	1	0	0	0	0	0	1
p1_t2	22	18828259	51304566	1623	32476307	0.05604	0.011270112701127	0.5	0	0.02205	1	0	0.02205	0	0	0.70383	0.49949	0.90816	0	1	0	1	0	0	1	0.83366	1	0	0	0.37489	1	0	0	0	0	0	1
