sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p1_t3	11	67503258	135006516	3375	67503258	0.01739	0.023430234302343	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.96371	1	0	0	0.03287	1	0	0	0	0	0	1
p1_t3	12	1	66925947	3346	66925946	0.01784	0.023230232302323	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.02994	0	0	0.03351	0	0	0	0	0	1	1
p1_t3	12	66925947	133851895	3346	66925948	0.00059	0.023230232302323	0.90769	2	2	0	0	2	1.85229061332398	0	0.88886	0.80832	0.96939	1	1	1	1	1	0	0.19	0.16047	0.20666	0	0	0.02231	0	0	0	0	0	1	1
p1_t3	13	1	9466822	473	9466821	0.01279	0.003290032900329	1.375	3	3	0	0	3	2.92398139383683	0	1.29656	0.96939	1.62373	1	2	1	2	0	1	0	0	0.02761	0.75	0.71325	0.76974	0	0	0	0	0	1	2
p1_t3	13	9466822	11576166	105	2109344	0.02475	0.000730007300073001	1.65192	4	4	0	0	4	3.55904721939079	0	1.53817	0.96939	2.10694	1	2	1	2	0	1	0	0	0.03758	0.3	0.2567	0.33608	0	0	0	0	0	1	2
p1_t3	13	11576166	115169878	5179	103593712	0.00893	0.035960359603596	1.375	3	3	0	0	3	2.92398139383683	0	1.29656	0.96939	1.62373	1	2	1	2	0	1	0	0	0.02559	0.75	0.71596	0.76821	0	0	0	0	0	1	2
p1_t3	14	1	53674770	2683	53674769	0.00784	0.018630186301863	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.02501	0	0	0.02563	0	0	0	0	0	1	1
p1_t3	14	53674770	107349540	2683	53674770	0.01195	0.018630186301863	1.5	3	3	0	0	3	3.21064623636986	0	1.40562	0.96939	1.84185	1	2	1	2	0	0	0	0	0.02718	1	0.96218	1	0	0	0	0	0	1	2
p1_t3	15	1	102531392	5126	102531391	0.06901	0.035590355903559	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.08829	0	0	0.1005	0	0	0	0	0	1	1
p1_t3	16	1	90354753	4517	90354752	0.00555	0.031360313603136	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.97147	1	0	0	0.02423	1	0	0	0	0	0	1
p1_t3	17	1	81195210	4059	81195209	0.05145	0.028180281802818	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.06721	0	0	0.0763	0	0	0	0	0	1	1
p1_t3	18	1	78077248	3903	78077247	0.00552	0.02710027100271	1.125	2	2	0	0	2	2.35065170877079	0	1.07845	0.96939	1.18751	1	1	1	1	0	1	0	0	0.02381	0.25	0.21821	0.26686	0	0	0	0	0	1	1
p1_t3	19	1	59128983	2956	59128982	0.01019	0.020520205202052	1.47692	3	3	0	0	3	3.15771643984456	0	1.38549	0.96939	1.80158	1	2	1	2	0	0	0	0	0.02627	0.95	0.92037	0.97275	0	0	0	0	0	1	2
p1_t3	20	1	42024600	2101	42024599	0.00725	0.014590145901459	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.0247	0	0	0.02526	0	0	0	0	0	1	1
p1_t3	20	42024600	42424646	20	400046	0.03516	0.000140001400014	1.125	2	2	0	0	2	2.35065170877079	0	1.07845	0.96939	1.18751	1	1	1	1	0	1	0	0	0.04825	0.25	0.19128	0.29296	0	0	0	0	0	1	1
p1_t3	20	42424646	63025520	1030	20600874	0.00584	0.00715007150071501	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.02397	0	0	0.0244	0	0	0	0	0	1	1
p1_t3	21	1	24064947	1203	24064946	0.00179	0.00835008350083501	1.125	2	2	0	0	2	2.35065170877079	0	1.07845	0.96939	1.18751	1	1	1	1	0	1	0	0	0.02247	0.25	0.22005	0.266	0	0	0	0	0	1	1
p1_t3	21	24064947	48129895	1203	24064948	0.00457	0.00835008350083501	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.02338	0	0	0.02368	0	0	0	0	0	1	1
p1_t3	22	1	3123242	156	3123241	0.01007	0.001080010800108	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.9704	1	0	0	0.02697	1	0	0	0	0	0	1
p1_t3	22	3123242	4346182	61	1222940	0.01983	0.000420004200042	0.38462	1	1	0	0	1	0.652724379853992	0	0.4325	0.09694	0.76806	0	1	0	1	0	1	1	0.962	1	0.23	0.19401	0.26372	1	0	0	0	0	0	1
p1_t3	22	4346182	17788161	672	13441979	0.01538	0.004670046700467	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.96543	1	0	0	0.02985	1	0	0	0	0	0	1
p1_t3	22	17788161	18828259	52	1040098	0.00993	0.000360003600036	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.97044	1	0	0	0.02689	1	0	0	0	0	0	1
p1_t3	22	18828259	51304566	1623	32476307	0.04143	0.011270112701127	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.94013	1	0	0	0.06232	1	0	0	0	0	0	1
